Customer ID,prediction
Q5OK4L2Q5XNH,0.9692075996292864
CBHVMVE7TRP5,1.0
9UGHQ91U4F0M,0.4
3UWXWMZK4ZGL,1.0
5CGEMLMBOPES,0.1259631738266203
SPJ0K6KGDGN7,0.2
9EFRT3UC3PDN,0.55
7BH09UOH5SVF,0.4872799071251719
VYY6N0NLM8UE,0.0
NVER903056B7,0.1692075996292864
WRHLQZGSZ8L6,0.1
FU9LL0FQCNOP,0.0
PC4N9XPMSQSA,0.0
5N6XLMQL0V3K,0.6
EG7O0UFBKDUG,0.0
PY0ZWYLSCJZN,0.25
N1UGI6V7H2WF,0.20866500086679235
MZOC6IE8IMNV,1.0
HDPPLWUTUDQ1,1.0
ZCOU6WAGN26Y,0.0
MHVC11TV0MGA,0.5
WI63WG1KBKZ6,0.23616643876252663
T2IZWIEZDJ0C,0.14244027303754264
R0D8BZ9552RG,0.21086199715798104
SA7E3RJY86MZ,0.0
XDNO84VA3P7H,0.4244336703995403
5XA7H43SW76F,0.1
ZP06NQEP3Z6K,0.0
AY113SQ9H4BJ,1.0
HLT8JUJLAJEF,0.05
Z2SZEAUNILWX,0.013616951379763468
T3LZ5Y77PTZA,0.1
CPE6L9FCCPOI,1.0
2WFF7OD1QSBB,1.0
40ZCZ5JB1EBG,0.2
9UJEWJSQ3LT1,0.4151729559748428
1OUNUKM23I42,0.55
XU3RFC2L0LZG,1.0
UHEDKKMNF58W,1.0
9YWZ8J7UCMQ7,0.0
4T2SO9DSWH9E,0.4
33E7RTVWQ3FN,0.14244027303754264
M9AQOH3SYYBR,0.0
FUTCMN69MGAH,0.0
W9XOYIFUQPW4,0.33383197420518856
JO9BNZRBO0CA,0.9
X72IQEIU1QKM,0.9
VCV8VAM4N7HS,0.45761322901238544
MI48MY1LTM4M,0.3
WA6DE0HPRBMB,0.0
2YRA9VKRZOQE,0.2
97I94WYVT5PC,0.7
FSM0JLCCR7AY,0.3275536876115549
UPHJGLQV45WW,0.3
KW9LR65SYQGF,0.4865814519290884
DQOTO5YKORYK,0.0
UCXCBC9USUDU,0.37760283047147797
7Z0GRZCXFSZ1,0.0659361783929258
5CL12W44TUOV,0.15
YAW9ZQTN585R,0.3406483875320135
45RRIO9P4RJC,0.22011033911829317
VGK40ERV74UP,0.17527437011424754
KG6S0570ID9R,0.15
5BXS7ANQ514H,0.15675557419733394
H77VQDOX554E,0.08686629113548769
YRCFUBSU5D1G,0.0
0ULO02BLHX2H,0.7942001573243849
B2SW8YEOZ708,0.0
601HAL683PXN,0.2
FOM5OYRTB2CG,0.0
9SNEPC1R7A40,0.0
3YP8RJO1M9BF,0.0
FTF7UYBXX3WN,0.0
WV1LJL1E1TQG,0.45
1BXKLACYUD7N,1.0
K8OV1RBD6NAS,0.0
VR5BX4ZDA6HO,0.08092467040724646
VZY3703GOWWB,0.8477255492204193
FFL9C6CIZ6IQ,0.3
5FUE0YKFHXD6,0.25
YA6XB9JXFHKQ,0.75
3VU3ECMYJFFD,0.7250267510249641
VB20LQQ6BD8E,0.03258647798742138
CRBUKGWCBAJI,0.5058425836640195
0TT54U36ZJAU,0.11178347258709267
GZHYLL80A15A,0.2
YEJ1ZAEG328N,0.35
3CTD0580ZN2W,0.75
TEORBES9MBU1,0.013616951379763468
G71B80T0KII9,0.6384151992585727
1H0DXXO2LL8V,0.2
J9WRU0F6GX4Y,0.2
4EY5NHSX2D90,0.0
RGA4IJAMKB11,1.0
PTYYTFT7Y0T0,0.3
9YQ73D4EFSTU,0.75
BGP67X6XEUEH,0.9825864779874214
8MFFQE4I8RAD,0.95
8QE237RPLQ6O,0.46920759962928643
EY3QB8SUBXC6,0.95
EV6WYCP9JSVM,0.11251313521767374
6UMOLSY0CD7Y,0.0
NAVEVOGULGOO,0.23356487662989753
2SLGKXO0J0TO,1.0
MPVN5UNQO77G,0.3660730864391283
BY11TELFYIFB,0.04840459422895766
SY6GNRWBUOER,0.9
C0MEQCRKBKMZ,1.0
ZA5J3V6X1ZLA,0.44093360795508135
TOQ7FFYEEDC1,0.7394574012375059
T4IUC96SKJYH,0.9
D15H6GCWV42R,0.1
G3BLZLUFDTXE,0.7067555741973339
JFCM42IC7AGV,0.4257338226366564
PJCGECEOKQU0,0.1474574152714298
9YPBEJBQQ2IM,0.42008648345172184
PIZK163UW49S,1.0
83TIUUHFRH0I,0.1
TVA98UGCJLXL,1.0
LS0C4TNGHYDN,0.48062118471192605
HKJO9TV9CIFS,0.75
A3H6VIJ8EBSG,0.13039501316619878
SQM0J39NJV7Z,1.0
3REX0554TY45,0.1825864779874214
W3TZJLZIBYOZ,0.05
NZVQDMDE7PG5,0.9894574012375059
6C7IF04G8CTP,0.15
0GP2EQWIGAB8,0.0
AKPYR0SWUP51,0.34183953209843493
SUZLRXQ1D72A,0.33383197420518856
28QDD1Z8V8JB,0.08833320199947865
SZ2H5UGLUC8G,0.3
5D3483DC72BM,0.9
FMG5DBT7OTH3,1.0
SMTJZVC119IW,0.4151729559748428
IM3WRLREKPL6,0.95
7KV1GJ03X8W5,0.08686629113548769
YNB3PHEUX049,0.38621728086807794
P5N2FU3LRAER,0.4
VUPDVNKWD45Z,0.0
J5MN02VDHC0H,0.08686629113548769
GWTRYW3GSTGA,0.9
K49CAO9SY5WA,0.21920759962928638
SDBSMCGDYUZF,0.0
OMI0X9YUCUN0,0.15
PHVNF2GQARPU,0.0
GLQ2UYGF3L3R,0.296782197116963
UK3LHF4NDDKN,0.13651326936870656
2CU0D33Y1Q4R,1.0
N34G2ZVTVA2D,0.3159361783929258
7G3PPXCQ644V,0.15
1XP6QTS4WIM7,0.0
SEJQUEYJJ249,0.4151729559748428
Y2OM6QA13VH6,1.0
NO85N3SIF7L4,0.0
JD6PJ9PWILNX,0.7
7PNHP54URB6D,0.0
4L87O74SMNOV,0.5019306352357822
5L4LXF4T56UB,0.46920759962928643
N6ZFGKWJP912,0.7308554722961154
HAVA366SLZ0M,0.55
58TJ9T7OC3MF,0.0
5DE183IQM7H9,1.0
D7NQKKW1Q7YI,0.5789148024750119
O66MEC9F7H54,0.08686629113548769
EHIXPO7T4Z9H,0.2
VE4A2V3Q8WC4,0.0
AO1SRI3DVAZW,0.45
VNPMDP0OMDYT,1.0
7VS4H83F18UA,0.75
CMIHMQTLAXWP,0.25
BQTQMJR6F4ZN,0.8477255492204193
F091BCM3W01K,0.0
9GIZ2EDVRLWJ,0.0
X1F5GA10EGW2,0.75
UOQXCL7FDN6W,0.25
FCOYZYHNYGVH,1.0
CE3Q7PKINAVQ,0.03258647798742138
QGD8B2PAHZ6L,0.0
MLIBHN453LJQ,0.3692075996292864
N7K0L7EMGCO6,0.4483381924198251
3YR06LUI7LU7,0.7250267510249641
WN20SE8YOVWV,0.40463035721234875
NLW0WEO4VYJF,0.8325864779874215
D4XUCXPBBPV3,1.0
9VUFS0OZX5Z3,0.30522564642230643
297BI8867BFN,0.0
VQ4UI9R9XISF,0.0
J1J2OATNQOFK,0.43893803941296117
0WYGRR9ZD48K,0.0
G04VM18NT298,0.1
AGLVD50YWY8A,0.2
LIJT671XZ62T,0.7825864779874214
FMM5UTX1QQZN,0.8
NBE3A806JL5F,0.4257338226366564
V6FDY8ZMJHT7,0.95
4U2XJ6271915,0.6825864779874214
QMW0R74SG4EJ,0.11362649744741848
H8TTLBTXA004,0.1
6IQUHI4IAG5S,0.09591102086025476
FI6WW6C9VUAX,0.0
WNGZ1MTX92OG,0.95
JCF5QGO6CROG,0.1
9E2LX3L8ETSA,0.0
M7IQC8TO8JKB,0.0
ME3M7WM6T32B,0.85
EK55FNFX9Q72,1.0
652EVX4P1R3J,0.3406483875320135
YOXRHT1V7FD3,0.15675557419733394
37KGNRIHP8NO,1.0
E248WCNPHX5W,0.15
YI8YE6S0FDI9,1.0
X1YG6QWAK86S,0.9
PRNA7A5D4V7Z,0.24775943396226413
1MZLUFQ2H718,0.3406483875320135
NAWDR2QOSPZN,0.8
84N25UU1VDZ7,0.8793066348620062
RW4TACYQD7TN,0.75
XU7J0KZAYTF2,0.296782197116963
XVKE0VPB65XT,0.0
NELDECJH8JRE,0.85
QT226WRIYPMU,0.0
DFXZBIAF4FO4,0.0
893Q9C6L1A9I,0.15
APR9MBD19RF3,0.4520392471103305
TECGU8NZHCBR,0.2
FZUCYJ2A59A4,0.46920759962928643
8D5EJ5PR7MGI,0.0
IDJPBC358MBR,0.0
LQSEDH382NSL,0.0
772FMP9V82HE,0.15
7MWS30ZU1X9T,0.03258647798742138
5XHG6C0WCYFW,0.2546303572123487
9DC62VREM4P5,0.0
WVKMH333KJH5,0.4960155209645382
BXPPXF7AV9DK,0.15
78IYLCFC38KF,0.05
9M96CIQHVVVE,0.0
QUQLQ77VLMJI,0.55
2FRIT5RX4IMK,0.15
ALIYXHLRRENA,0.05
HNPE8NXPPZRR,0.839457401237506
ZQTI3Z91DEPJ,1.0
KV8XSGW3GN89,0.0
R3ZCG1SLSWKD,1.0
OK8ZSJZ4PAL2,0.05
Q18FDOQ7SWAN,0.1474574152714298
TT87EQ3ID673,1.0
YQXAKC26VANV,0.65
JX11MN1KK8IK,1.0
ACUJVWHSHMOS,1.0
567T04ZBELBC,0.95
DWLQBX6LYCBZ,0.0
GRMPI2MI077L,0.75
SWK48DFRHFJL,0.48258647798742144
J8Y76Y707D0Q,0.6
01J3KFMHSOYK,0.9241690962099124
QYE593T5WA7G,0.2
OHAB7MK661OQ,0.18866036875219544
UX10OHMFKOOX,0.45
KG2TALV5VZIV,0.05
VYCMV99IM1E3,0.2
QN9J18V4JOBY,0.85
IM4JN6BKK1YN,0.5861454015597551
YK8X489TGJP4,1.0
E1PN68XOT6FI,0.05
LLW5H9DM4DQ7,1.0
SSUKLO8V0HIO,0.15
HOESPKLQ3L0O,0.95
CE0BOB44QW5G,0.11865439583717725
PAJV1DHQ6ON1,0.9894574012375059
NAFUZO1OELXN,0.03258647798742138
ACEZDHLKLA1W,0.26622134454513896
W70CRD0G57HI,0.05
TQVO2G8K8K9C,1.0
H7Q4LFE6EABJ,0.1
A0AK66S05C7G,0.0
D4JT5XNSFM51,0.15
8NN1J6J6DUL0,0.0
2XTCG1C3PMVM,0.1
9RT2SE95HUTM,0.16523602790024455
QSWXLGWXYK6J,0.364379787946636
QJHJM6SRFUPA,1.0
O7XPVQVWXDF9,0.0
307P747F1PEU,0.75
UH7SKD1613JH,0.75
CD6TVXTZ9DNT,0.3309246704072465
MTKIAQIQJKY3,0.3406483875320135
5F9I5P13LN31,0.22118712189181947
WSYZZ8QMFKA0,0.0
X808V1E2X3LP,0.0
VNOQE325D0M0,0.1
TLSA9RCWD8VE,0.75
8BHHDH67S2TQ,0.35
9HN7ECG7UL7Z,0.2
E5SBCKESPTEC,0.1
XDZP31MLASFN,0.39344752804717104
K39MIZJAM9CG,0.0
G2LKRAXWWXL8,0.0
Q0YPCKQYG8K4,0.0
WQBZVD6P8V8L,0.0
SZ063LJZWX0Y,0.4151729559748428
BETYM5Y2K23T,0.1825864779874214
TGC5KS2C7OMB,0.05
8Q0LRTYSB6KV,0.1
CZMAYIJL3GW3,0.13363486655771756
UXR2KYJJTKGH,1.0
AE5PI2OEI8SU,0.07140459592047509
L17J857RSTTI,0.0
412CNI1T4EU6,0.15606677048496115
0RARWFXAGY4Y,0.95
WZX6FMF0KGW5,1.0
WZPRRZ5RQZ06,0.0
BGQAXVAHQ3ZX,1.0
1EG2BQYRF4RP,0.7659361783929258
DYL7S6TSH3FQ,1.0
YATJNP0ATXQ6,0.30532078590392586
GVDWL1TFJ1OP,0.17204387922492734
JBNSRNI427V4,0.2
5AA3RCV59JMR,0.019207599629286375
J8KXVRW9JYM0,0.1
0F8R4Z9SWTRY,0.28258647798742137
C0CT5ENUJZWB,0.0
9V15PL0AT9RE,0.8
M8ELTAL9NP88,1.0
0W1VC2TU9G86,0.1825864779874214
5BZOWNDY0NR1,0.0
WQI6H4AVI5U3,0.4446002639752978
RX989U7VG9E1,0.34354554694187767
XFMYS5S5UD6M,0.09956952017676868
2Q5HY0EURE15,0.0
GE9MI25N9WQY,0.4
3FNP3MP38GYU,0.7
ZVH36NP8OG4D,0.5
FW8SMMMPY4WU,0.07644619310931519
O4A0OAXTM03N,0.30532078590392586
3GR83WEEQSV8,0.0
UDLVUD5IAZSD,0.05
QASEMI999VQS,0.13258647798742138
X6ROFOLPMV9W,0.09368654816703088
3Q388GKKWUZH,0.65
EXJFKEQ2TJ0P,1.0
FANEVXELT49J,0.4778539124042961
MYGYHGCEATIH,0.1
UQ03LL4ATH8M,0.0
HRRK5MPSGSV2,0.85
KGMXFOD1WZZV,0.4244336703995403
JCWRXSFRCERF,0.1
FOX1YSDWFEGQ,0.008606727574750832
V4XLSROPQPD1,1.0
U37F5D4U2OS2,0.05
CUH38GMHNOU4,0.15203924711033046
ROQRPJHWEX1M,0.1853020689125665
XBYGLKPWC7QG,1.0
M2734GSVMZO3,0.13363486655771756
LOAVO7K4NBU5,0.0
J3D60BHWHOWI,0.35
QIDBYFQG6LYN,0.43258647798742145
9VM3F2Z5VYOL,0.8
UJZ78FOQHCQD,0.5618870088901635
JQQQEJIC25Q9,0.0
W1GDY1SAL6QG,0.13039501316619878
B9QMO1BV0JUW,0.15
4UTLX3CJSRVK,0.789457401237506
0H5Y5LI6PTT4,0.0
DRNMGQ7UIU49,0.44093360795508135
FTKS0A5Y7W2Y,0.05
TMQ2Q4YPVAOP,0.0
GNA46LRTKPEK,0.886265988288363
XGH2H0GWBNFD,0.05
XXCNZB2COVXZ,0.8
7M23LC9BOL6E,1.0
CZ8AGD9TQHOU,0.9825864779874214
H5UYRGVUOT07,0.46486159179262543
66D7SXR2TV47,0.0
ZJ1POKFH28XX,0.3
75T7UOODGNNF,0.85
EX2TE1RD9KMX,0.15
CEQYKJNOK2Z2,0.0
76DJOYWROQUZ,0.0
ZRN4REIDC6HB,0.05
RVKZNCV7O64F,0.2
6BHXBF52EFQ1,0.6384151992585727
2CRC2LOEQE52,0.511702164491275
FK9FA72HCXMF,0.2
FDGDWM14DMBW,0.2
3DX6ELK6AHRZ,0.40933513313040776
5937D7D840DH,0.0
9PI8I4OVIL36,0.85
Q2C0XIMP5KBG,0.85
JROLCX6LL2RO,0.9325864779874214
C6P5QGVEVQTR,0.4
3T4IU1ZJNDIA,0.7281641517598165
N3ON6CQWDU4Z,0.37760283047147797
LWW08WASNJ2T,0.1034756603829429
L2RAKTUJP4HS,0.05
6BPL2YN1MFAQ,0.1
